KAOS KOZE COKLAT;45000;/atributToko2/img/imgKaosKoze/bigs-1.jp2;/atributToko2/img/imgKaosKoze/premium/big-1.jp2;premium;COKLAT
KAOS KOZE GREY;45000;/atributToko2/img/imgKaosKoze/bigs-2.jp2;/atributToko2/img/imgKaosKoze/premium/big-2.jp2;polka;GREY
KAOS KOZE HIJAU;45000;/atributToko2/img/imgKaosKoze/bigs-3.jp2;/atributToko2/img/imgKaosKoze/premium/big-3.jp2;misty;HIJAU
KAOS KOZE HITAM;45000;/atributToko2/img/imgKaosKoze/bigs-4.jp2;/atributToko2/img/imgKaosKoze/premium/big-4.jp2;premium;HITAM
KAOS KOZE MERAH MAROO;45000;/atributToko2/img/imgKaosKoze/bigs-5.jp2;/atributToko2/img/imgKaosKoze/premium/big-5.jp2;polka;MERAH MAROON
